,Canción,Artista,Lanzamiento,Género,Emoción inicial,Conocimiento,Familia,Emoción primaria,Emoción secundaria,Emoción Terciaria,Agrado,Escuela,Academia,Sexo,Edad,Español,Inglés,Francés,Catalán
95,Amarillo,J Balvin,2020,Reggaeton,Éxtasis,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Nervioso,Triste,Melancólico,63,N/R,N/R,Femenino,N/R,N/R,N/R,N/R,N/R
96,Amarillo,J Balvin,2020,Reggaeton,Distracción,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Nervioso,,,14,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
97,Amarillo,J Balvin,2020,Reggaeton,Interés,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Intenso,Enérgico,Triunfante,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
98,Amarillo,J Balvin,2020,Reggaeton,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Abrumador,Abrumador,78,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
99,Amarillo,J Balvin,2020,Reggaeton,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Asombroso,Enternecedor,85,Escuela pública,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Nulo,Nulo
100,Amarillo,J Balvin,2020,Reggaeton,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Asombroso,Enternecedor,85,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
101,Amarillo,J Balvin,2020,Reggaeton,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Intenso,Animado,100,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
102,Amarillo,J Balvin,2020,Reggaeton,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,Triunfante,Animado,100,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
103,Amarillo,J Balvin,2020,Reggaeton,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Resiliente,Intenso,Enérgico,53,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Básico,Nulo
104,Amarillo,J Balvin,2020,Reggaeton,Sorpresa,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Tenso,Melancólico,Agitado,83,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
105,Amarillo,J Balvin,2020,Reggaeton,Tedio,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Trascendente,Cautivador,79,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
106,Amarillo,J Balvin,2020,Reggaeton,Éxtasis,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Intenso,Animado,Enérgico,85,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
107,Amarillo,J Balvin,2020,Reggaeton,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,,,87,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
108,Amarillo,J Balvin,2020,Reggaeton,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Resiliente,Intenso,Enérgico,100,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
109,Amarillo,J Balvin,2020,Reggaeton,Distracción,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Intenso,65,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
110,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Interés,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Afectuoso,Enternecedor,Agradable,100,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Básico,Nulo
111,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Aprobación,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,Cautivador,Asombroso,82,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
112,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Éxtasis,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Triunfante,Animado,100,N/R,N/R,Femenino,N/R,N/R,N/R,N/R,N/R
113,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Distracción,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,,,22,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
114,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Interés,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Afectuoso,Calmado,Cautivador,53,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
115,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Afectuoso,Sereno,Sentimental,76,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
116,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Melancolía,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Asombroso,Aliviador,100,Escuela pública,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Nulo,Nulo
117,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Melancolía,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Asombroso,Aliviador,100,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
118,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Afectuoso,Fascinante,Sereno,79,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
119,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Triunfante,Resiliente,Alegría,84,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
120,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Serenidad,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Agradable,Afectuoso,100,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Básico,Nulo
121,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Sorpresa,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Nostálgico,Sentimental,De ensueño,88,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
122,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Alegría,TRUE,Malestar (Problemas; miseria; estado o condición incómoda),Lacrimoso,Triste,Tenso,26,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
123,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Amor,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,Conmovedor,Enternecedor,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
124,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Afectuoso,,,33,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
125,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Resiliente,Alegría,100,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
126,Amor de mis amores,Natalia Lafourcade,2012,Alternative,Distracción,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,De ensueño,Sereno,100,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
127,Apocalypse,Heylu,2020,Alternative,Aprobación,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,Calmado,Agradable,86,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
128,Apocalypse,Heylu,2020,Alternative,Éxtasis,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Resiliente,Animado,Alegría,85,N/R,N/R,Femenino,N/R,N/R,N/R,N/R,N/R
129,Apocalypse,Heylu,2020,Alternative,Distracción,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,,,26,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
130,Apocalypse,Heylu,2020,Alternative,Interés,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Afectuoso,Enternecedor,Cautivador,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
131,Apocalypse,Heylu,2020,Alternative,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Nostálgico,Sentimental,De ensueño,79,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
132,Apocalypse,Heylu,2020,Alternative,Melancolía,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Triste,Agitado,Lacrimoso,77,Escuela pública,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Nulo,Nulo
133,Apocalypse,Heylu,2020,Alternative,Melancolía,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Triste,Agitado,Lacrimoso,77,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
134,Apocalypse,Heylu,2020,Alternative,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Cautivador,Aliviador,93,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
135,Apocalypse,Heylu,2020,Alternative,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sentimental,Cautivador,,40,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
136,Apocalypse,Heylu,2020,Alternative,Serenidad,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Nostálgico,Sereno,,94,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Básico,Nulo
137,Apocalypse,Heylu,2020,Alternative,Sorpresa,TRUE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Lacrimoso,Agitado,84,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
138,Apocalypse,Heylu,2020,Alternative,Misterio,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Aliviador,Enternecedor,47,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
139,Apocalypse,Heylu,2020,Alternative,Melancolía,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Lacrimoso,Triste,23,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
140,Apocalypse,Heylu,2020,Alternative,Confianza,TRUE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,,,50,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
141,Apocalypse,Heylu,2020,Alternative,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Abrumador,Sereno,Aliviador,80,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
142,Apocalypse,Heylu,2020,Alternative,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Calmado,Enternecedor,80,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
143,Asuntos Serios,El Puchero del Hortelano,2007,Alternative,Anticipación,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Triunfante,84,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Básico,Nulo
144,Asuntos Serios,El Puchero del Hortelano,2007,Alternative,Confianza,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Fascinante,Trascendente,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Intermedio,Nulo,Nulo
145,Asuntos Serios,El Puchero del Hortelano,2007,Alternative,Tedio,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,,55,Escuela privada,Ciencias naturales y aplicadas,Femenino,18-20,Avanzado,Intermedio,Nulo,Nulo
146,Asuntos Serios,El Puchero del Hortelano,2007,Alternative,Distracción,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Enérgico,Intenso,56,Escuela privada,Ciencias naturales y aplicadas,Femenino,18-20,Avanzado,Básico,Intermedio,Nulo
147,Asuntos Serios,El Puchero del Hortelano,2007,Alternative,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Resiliente,Intenso,90,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Intermedio,Nulo
148,Asuntos Serios,El Puchero del Hortelano,2007,Alternative,Anticipación,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Enérgico,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Intermedio,Intermedio,Nulo,Nulo
149,Asuntos Serios,El Puchero del Hortelano,2007,Alternative,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Intenso,Animado,33,Escuela privada,Ciencias naturales y aplicadas,Femenino,18-20,Avanzado,Avanzado,Intermedio,Nulo
150,Asuntos Serios,El Puchero del Hortelano,2007,Alternative,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Triunfante,,90,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Intermedio,Nulo,Nulo
151,Asuntos Serios,El Puchero del Hortelano,2007,Alternative,Éxtasis,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,Afectuoso,Trascendente,80,Escuela privada,No aplica,Masculino,18-20,Avanzado,Intermedio,Nulo,Nulo
152,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Enfado,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),De ensueño,Fascinante,Alegría,98,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Básico,Nulo
153,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Aprobación,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Agradable,Agradable,85,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
154,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Éxtasis,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,Enérgico,Intenso,80,N/R,N/R,Femenino,N/R,N/R,N/R,N/R,N/R
155,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Distracción,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Cautivador,Aliviador,100,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
156,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Interés,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Enérgico,72,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
157,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,Animado,,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
158,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Tedio,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Resiliente,Intenso,53,Escuela pública,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Nulo,Nulo
159,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Tedio,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Resiliente,Intenso,53,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
160,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Serenidad,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Triunfante,Animado,Alegría,75,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
161,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Intenso,73,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
162,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Serenidad,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Trascendente,De ensueño,,100,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Básico,Nulo
163,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Sorpresa,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,Cautivador,Afectuoso,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
164,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Asombroso,Fascinante,100,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
165,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Éxtasis,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Agitado,Nervioso,Tenso,58,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
166,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,,,60,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
167,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Triunfante,Intenso,Alegría,76,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
168,Baby Hotline,Jack Stauber's Micropop,2019,Alternative,Distracción,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Nostálgico,Fascinante,Trascendente,100,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
169,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Aprobación,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,Enternecedor,Sentimental,76,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
170,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,estasis,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Lacrimoso,Melancólico,Triste,32,N/R,N/R,Femenino,N/R,N/R,N/R,N/R,N/R
171,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Distracción,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Triste,,10,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
172,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Interés,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Triste,Lacrimoso,75,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
173,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sentimental,Nostálgico,De ensueño,76,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
174,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Melancolía,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Triste,Tenso,50,Escuela pública,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Nulo,Nulo
175,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Melancolía,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Triste,Tenso,50,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
176,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Serenidad,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Triste,Lacrimoso,25,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
177,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Calmado,Sereno,Nostálgico,85,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
178,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Sorpresa,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Lacrimoso,Triste,Melancólico,87,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
179,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Tristeza,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Triste,Tenso,Agitado,35,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
180,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Pena,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Triste,Tenso,Lacrimoso,88,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
181,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Alegría,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Tenso,,,29,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
182,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,Nostálgico,Nostálgico,100,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
183,Bad Wine and Lemon Cake,The Jane Austen Argument,2011,Alternative,Serenidad,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Tenso,Triste,60,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
184,Camals Mullats,La Gossa Sorda,2008,Ska,Serenidad,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Enérgico,Alegría,,97,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Básico,Nulo
